ID,PW,PH(V),PH(V)/PW,PH,PH/PW,SA,SA/PH(V)*PW,IFD,SFD,G_g,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,LD1,LD2,LD3,LD4,LD5,LD6,鲜重(g),干重(g),株高(cm),分蘖数,绿叶面积(mm2),叶片数,SandBox,D1,D2,RFD,stage,frac,frac_stage,frac_SFD,frac_SandBox,frac_D1,frac_D2,frac_RFD
W302,1229,1407,1.144833198,1471.527704,1.197337432,405308.417,23.44%,1.804,1.563,15.37141416,0.289,0.15,0.106,0.075,0.061,0.054,0.045,0.04,0.039,0.042,0.05,0.048,0.057,0.318,0.203,0.145,0.111,0.166,233.1800001,44.18999999,105,45,466058.9323,147,1.661066392,2.25292443,1.640147424,2.254325133,stage 2,f3,23,stage_2_frac_1,stage_2_frac_0,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1
W303,1129,1402,1.241806909,1540.129288,1.364153488,318185.583,20.10%,1.811,1.535,15.3293518,0.258,0.143,0.103,0.076,0.059,0.051,0.049,0.051,0.056,0.052,0.052,0.048,0.051,0.296,0.192,0.141,0.128,0.192,188.58,41.49999999,109,22,378720.3233,85,1.687344471,2.214110102,1.607497651,2.252970214,stage 2,f3,23,stage_2_frac_0,stage_2_frac_0,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1
W304,940,995,1.058510638,1264.403694,1.345110313,194559.75,20.80%,1.795,1.487,14.62731732,0.302,0.174,0.109,0.067,0.048,0.04,0.036,0.035,0.035,0.042,0.055,0.058,0.078,0.332,0.188,0.126,0.088,0.189,63.68999998,17.34999999,84,33,251486.3315,109,1.626505248,2.160849945,1.583074717,2.289119926,stage 2,f0,20,stage_2_frac_0,stage_2_frac_2,stage_2_frac_1,stage_2_frac_1,stage_2_frac_0
W306,1189,1348,1.13372582,1438.546174,1.209879036,330595.667,20.63%,1.814,1.542,15.1583922,0.263,0.156,0.11,0.084,0.065,0.052,0.042,0.037,0.034,0.033,0.048,0.077,0.065,0.302,0.215,0.132,0.088,0.197,251.7699999,37.95000001,114,36,412039.9744,171,1.673882317,2.231078064,1.617713431,2.276467273,stage 2,f3,23,stage_2_frac_1,stage_2_frac_0,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1
W308,1175,1105,0.940425532,1187.886544,1.010967271,263942.167,20.33%,1.809,1.525,14.90299278,0.314,0.16,0.106,0.08,0.058,0.043,0.037,0.035,0.034,0.032,0.041,0.06,0.067,0.322,0.204,0.135,0.091,0.182,141.18,23.06,82.3,35,316798.2959,143,1.658497032,2.192667348,1.625337471,2.280216201,stage 2,f3,23,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1,stage_2_frac_0,stage_2_frac_1
W310,946,1003,1.0602537,1054.641161,1.114842665,320686,33.80%,1.84,1.553,14.96547847,0.219,0.15,0.102,0.08,0.061,0.054,0.047,0.046,0.042,0.048,0.065,0.085,0.045,0.268,0.205,0.137,0.115,0.23,172.39,32.98,75,52,489526.397,202,1.67558593,2.19937761,1.653625082,2.270259614,stage 2,f3,23,stage_2_frac_1,stage_2_frac_0,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1
W311,705,933,1.323404255,1015.063325,1.439806134,179708,27.32%,1.848,1.474,14.64356695,0.203,0.113,0.084,0.067,0.064,0.056,0.049,0.047,0.047,0.055,0.079,0.137,0.051,0.215,0.164,0.143,0.121,0.306,107.84,22.35,70,24,236125.2065,98,1.66687321,2.143284817,1.567774973,2.302698517,stage 2,f3,23,stage_2_frac_2,stage_2_frac_0,stage_2_frac_1,stage_2_frac_1,stage_2_frac_0
W314,836,958,1.145933014,1087.622691,1.30098408,173959.75,21.72%,1.838,1.468,14.82937596,0.251,0.128,0.079,0.058,0.05,0.046,0.044,0.041,0.045,0.061,0.082,0.114,0.065,0.251,0.163,0.12,0.114,0.286,117.14,25.77000001,70,22,232771.6594,98,1.684603242,2.133118138,1.547550168,2.32049599,stage 2,f3,23,stage_2_frac_2,stage_2_frac_0,stage_2_frac_1,stage_2_frac_1,stage_2_frac_0
W315,768,1025,1.334635417,1055.960422,1.374948466,196071.917,24.91%,1.836,1.488,14.84472978,0.22,0.133,0.098,0.079,0.065,0.054,0.046,0.044,0.048,0.05,0.063,0.1,0.051,0.239,0.202,0.157,0.11,0.241,97.40000003,22.10000001,75,28,237383.8345,107,1.653594577,2.16291353,1.584421153,2.299499535,stage 2,f0,20,stage_2_frac_0,stage_2_frac_2,stage_2_frac_1,stage_2_frac_1,stage_2_frac_0
W316,855,1114,1.302923977,1131.158311,1.322992177,181299.333,19.03%,1.819,1.476,14.6951158,0.269,0.125,0.097,0.079,0.067,0.054,0.049,0.045,0.039,0.039,0.052,0.086,0.074,0.256,0.195,0.138,0.101,0.237,147.49,31.29000001,81,26,322032.0565,115,1.689085974,2.144365908,1.571361287,2.310352411,stage 2,f3,23,stage_2_frac_2,stage_2_frac_0,stage_2_frac_1,stage_2_frac_1,stage_2_frac_0
W317,841,992,1.179548157,1045.406332,1.243051525,215913.5,25.88%,1.839,1.5,14.78688762,0.239,0.127,0.081,0.067,0.058,0.047,0.045,0.05,0.051,0.057,0.075,0.103,0.058,0.259,0.169,0.12,0.123,0.271,126.62,29.26000001,72,30,277828.7012,101,1.661606523,2.159037495,1.592333849,2.298420706,stage 2,f3,23,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1,stage_2_frac_1,stage_2_frac_0
W318,1228,1427,1.162052117,1499.23219,1.220873119,485274.75,27.69%,1.78,1.592,15.65923631,0.256,0.172,0.116,0.082,0.064,0.057,0.054,0.053,0.048,0.038,0.032,0.028,0.057,0.316,0.232,0.161,0.121,0.114,256.1200001,50.77999999,113,35,508149.2461,160,1.666200265,2.288131251,1.662035787,2.254659005,stage 2,f3,23,stage_2_frac_1,stage_2_frac_0,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1
W320,1097,1061,0.967183227,1590.261214,1.449645591,306709.5,26.35%,1.82,1.548,14.98440948,0.26,0.153,0.111,0.099,0.082,0.062,0.05,0.044,0.04,0.039,0.035,0.025,0.053,0.315,0.237,0.159,0.11,0.126,189.8800001,29.63000001,119.5,22,313728.0188,91,1.674092393,2.2007652,1.655465167,2.274847859,stage 2,f3,23,stage_2_frac_1,stage_2_frac_0,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1
W321,1219,1051,0.862182116,1474.166227,1.209324222,491275.333,38.35%,1.847,1.61,15.27438512,0.208,0.138,0.104,0.08,0.07,0.06,0.053,0.053,0.053,0.055,0.058,0.069,0.036,0.257,0.204,0.163,0.124,0.216,265.85,49.26000002,113,51,545580.9161,160,1.700723805,2.239724741,1.6942371,2.259849046,stage 2,f3,23,stage_2_frac_1,stage_2_frac_0,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1
W323,1227,1417,1.154849226,1505.828496,1.227244088,352671.5,20.28%,1.786,1.546,15.273933,0.309,0.168,0.108,0.076,0.061,0.053,0.044,0.037,0.032,0.031,0.037,0.044,0.058,0.344,0.206,0.141,0.099,0.152,184.54,33.84000001,104.5,32,383866.5734,118,1.653315651,2.234743326,1.61700405,2.242566487,stage 2,f0,20,stage_2_frac_1,stage_2_frac_2,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1
W325,1101,1123,1.019981835,1194.48285,1.08490722,282400.167,22.84%,1.811,1.536,14.98702171,0.261,0.148,0.099,0.081,0.07,0.06,0.055,0.049,0.043,0.04,0.045,0.048,0.048,0.306,0.221,0.148,0.109,0.168,154.7900001,26.31999999,94,34,316137.2679,126,1.65166962,2.201235829,1.632825175,2.268013901,stage 2,f3,23,stage_2_frac_0,stage_2_frac_2,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1
W327,863,969,1.122827346,1065.195251,1.234293454,194625,23.27%,1.809,1.488,14.52474481,0.265,0.157,0.101,0.069,0.054,0.047,0.045,0.044,0.048,0.062,0.063,0.047,0.068,0.267,0.208,0.143,0.117,0.196,112.8600001,22.62000001,72,26,238305.1163,114,1.642490398,2.156708855,1.587756756,2.303912629,stage 2,f0,20,stage_2_frac_0,stage_2_frac_2,stage_2_frac_1,stage_2_frac_1,stage_2_frac_0
W328,780,1233,1.580769231,1284.192612,1.646400785,239394.833,24.89%,1.834,1.496,15.24706246,0.293,0.138,0.089,0.066,0.056,0.053,0.047,0.039,0.038,0.048,0.053,0.081,0.066,0.273,0.174,0.141,0.106,0.24,123.72,31.82999999,90,30,296822.5246,94,1.690003514,2.181500078,1.55786182,2.295829568,stage 2,f3,23,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1,stage_2_frac_1,stage_2_frac_0
W329,1216,1219,1.002467105,1348.836412,1.10924047,253602.333,17.11%,1.753,1.514,14.96490101,0.34,0.182,0.101,0.071,0.059,0.053,0.046,0.042,0.038,0.03,0.02,0.018,0.072,0.353,0.228,0.157,0.097,0.093,149.0800001,25.93000001,105.5,21,292341.3728,65,1.632900836,2.195596177,1.597045455,2.272433938,stage 2,f0,20,stage_2_frac_0,stage_2_frac_2,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1
W330,984,1279,1.299796748,1395.010554,1.417693653,220758.917,17.54%,1.795,1.486,15.34093563,0.327,0.149,0.088,0.067,0.049,0.041,0.035,0.037,0.045,0.056,0.055,0.049,0.076,0.322,0.185,0.115,0.093,0.209,126.95,27.04999999,95,28,209546.0839,87,1.658908103,2.196499782,1.541011048,2.301328289,stage 2,f0,20,stage_2_frac_0,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1,stage_2_frac_0
2,1118,2099,1.87745975,2175.007407,1.945444908,382453,16.30%,1.767,1.558,16.13105923,0.337,0.181,0.11,0.075,0.057,0.047,0.042,0.039,0.036,0.03,0.029,0.016,0.082,0.345,0.215,0.143,0.097,0.118,306.62,95.02999998,157,,232246.4517,,1.668035769,2.284910576,1.592959446,2.29147297,stage 3,f3,33,stage_3_frac_0,stage_3_frac_0,stage_3_frac_0,stage_3_frac_0,stage_3_frac_1
4,1118,1508,1.348837209,1625.377778,1.453826277,289575,17.18%,1.761,1.527,15.4892816,0.327,0.166,0.101,0.076,0.061,0.054,0.049,0.045,0.043,0.036,0.028,0.014,0.085,0.338,0.213,0.153,0.114,0.096,235.41,61.36,130,,203924.4382,,1.631359079,2.227817749,1.586101096,2.299433673,stage 3,f0,30,stage_3_frac_1,stage_3_frac_1,stage_3_frac_1,stage_3_frac_1,stage_3_frac_1
5,1352,1937,1.432692308,2026.859259,1.499156257,394274.583,15.06%,1.759,1.563,16.04622015,0.313,0.181,0.115,0.082,0.06,0.049,0.043,0.041,0.036,0.032,0.028,0.02,0.073,0.365,0.224,0.146,0.094,0.099,357.4099999,80.52000002,152,,265793.2616,,1.661787577,2.279263594,1.603038253,2.279698359,stage 3,f0,30,stage_3_frac_0,stage_3_frac_0,stage_3_frac_0,stage_3_frac_0,stage_3_frac_0
6,971,1415,1.457260556,1496.488889,1.541183202,337234.167,24.54%,1.834,1.547,15.41898405,0.247,0.128,0.084,0.068,0.06,0.054,0.057,0.06,0.058,0.061,0.065,0.058,0.058,0.245,0.172,0.153,0.146,0.226,221.7399999,73.08000004,104,,365582.3788,,1.689571019,2.225220112,1.619323553,2.300225879,stage 3,f3,33,stage_3_frac_0,stage_3_frac_0,stage_3_frac_1,stage_3_frac_0,stage_3_frac_1
7,884,1412,1.597285068,1463.896296,1.655991285,327901.833,26.27%,1.838,1.544,15.50037842,0.243,0.124,0.086,0.068,0.056,0.055,0.053,0.052,0.052,0.059,0.068,0.084,0.057,0.25,0.172,0.15,0.126,0.244,228.27,82.09999996,104,,343000.0482,,1.699407262,2.228874682,1.610369462,2.310469715,stage 3,f3,33,stage_3_frac_0,stage_3_frac_0,stage_3_frac_1,stage_3_frac_0,stage_3_frac_1
9,904,1488,1.646017699,1518.711111,1.679990167,329259.583,24.48%,1.826,1.541,15.45054131,0.277,0.137,0.089,0.066,0.055,0.049,0.047,0.052,0.054,0.053,0.057,0.063,0.057,0.301,0.182,0.131,0.122,0.207,233.5200001,74.42000001,110,,353855.9874,,1.721642473,2.228037595,1.582212137,2.293380747,stage 3,f3,33,stage_3_frac_0,stage_3_frac_0,stage_3_frac_1,stage_3_frac_1,stage_3_frac_1
10,839,1352,1.611442193,1428.340741,1.702432349,246341.5,21.72%,1.833,1.5,15.23414591,0.259,0.142,0.088,0.063,0.058,0.059,0.054,0.051,0.057,0.069,0.065,0.034,0.064,0.265,0.167,0.123,0.152,0.228,232.97,66.01999997,102,,276781.2416,,1.700382243,2.18019214,1.560153375,2.297436729,stage 3,f3,33,stage_3_frac_1,stage_3_frac_0,stage_3_frac_1,stage_3_frac_1,stage_3_frac_1
11,867,1444,1.665513264,1444.637037,1.666248024,274854.417,21.95%,1.81,1.517,15.46297037,0.286,0.142,0.092,0.067,0.059,0.057,0.052,0.05,0.054,0.058,0.05,0.033,0.071,0.292,0.184,0.153,0.138,0.163,217.6400001,65.07999998,106,,200166.095,,1.679064466,2.203156862,1.54417265,2.303119703,stage 3,f3,33,stage_3_frac_1,stage_3_frac_0,stage_3_frac_1,stage_3_frac_1,stage_3_frac_1
13,1241,1006,0.810636583,1114.266667,0.897878055,279714.833,22.41%,1.765,1.532,15.59859186,0.262,0.172,0.128,0.099,0.081,0.067,0.055,0.044,0.03,0.023,0.019,0.019,0.063,0.317,0.249,0.184,0.112,0.073,261.1099999,94.35000002,89,,93522.23996,,1.553258084,2.233104043,1.558953896,2.271708109,stage 3,f0,30,stage_3_frac_1,stage_3_frac_1,stage_3_frac_1,stage_3_frac_1,stage_3_frac_0
21,865,1076,1.243930636,1170.562963,1.35325198,296110.917,31.81%,1.846,1.545,15.16741907,0.229,0.137,0.1,0.076,0.059,0.049,0.042,0.037,0.041,0.057,0.088,0.083,0.056,0.252,0.184,0.133,0.098,0.277,215.5200001,90.28,86,,356131.5966,,1.702098093,2.205422156,1.639084004,2.304684086,stage 3,f3,33,stage_3_frac_0,stage_3_frac_0,stage_3_frac_1,stage_3_frac_0,stage_3_frac_1
22,965,1211,1.25492228,1398.711111,1.449441566,271223.333,23.21%,1.827,1.519,15.41534198,0.252,0.149,0.104,0.073,0.057,0.048,0.04,0.036,0.038,0.047,0.069,0.087,0.063,0.274,0.201,0.129,0.099,0.235,216.68,83.23000002,90,,310242.77,,1.705864304,2.226771175,1.581434117,2.298850687,stage 3,f3,33,stage_3_frac_1,stage_3_frac_0,stage_3_frac_1,stage_3_frac_1,stage_3_frac_1
28,624,1063,1.703525641,1114.266667,1.785683761,148873.583,22.44%,1.81,1.447,14.74039109,0.284,0.132,0.095,0.081,0.081,0.073,0.064,0.049,0.047,0.037,0.024,0.032,0.067,0.279,0.168,0.138,0.146,0.203,94.51,37.30000001,79,,149839.5325,,1.671649251,2.114741296,1.534024598,2.304084523,stage 3,f2,32,stage_3_frac_1,stage_3_frac_0,stage_3_frac_1,stage_3_frac_1,stage_3_frac_1
30,1164,1245,1.069587629,1379.451852,1.185096093,404752.167,27.93%,1.823,1.571,15.60657189,0.254,0.148,0.093,0.061,0.053,0.052,0.058,0.061,0.064,0.062,0.054,0.041,0.05,0.271,0.183,0.145,0.147,0.203,232.45,88.22999998,95,,367864.481,,1.679908851,2.280350247,1.641527368,2.267289696,stage 3,f3,33,stage_3_frac_0,stage_3_frac_0,stage_3_frac_0,stage_3_frac_0,stage_3_frac_0
31,1127,1299,1.152617569,1323.155556,1.17405107,331004.167,22.61%,1.787,1.541,15.46809242,0.262,0.147,0.107,0.088,0.078,0.063,0.051,0.049,0.053,0.047,0.034,0.02,0.053,0.287,0.221,0.183,0.128,0.128,183.98,59.35,96,,275535.8904,,1.642230294,2.23401188,1.604043073,2.271131273,stage 3,f0,30,stage_3_frac_0,stage_3_frac_1,stage_3_frac_1,stage_3_frac_0,stage_3_frac_0
33,1017,1600,1.573254671,1773.525926,1.743879966,437319.667,26.88%,1.816,1.576,15.98522672,0.285,0.164,0.109,0.088,0.075,0.058,0.046,0.038,0.034,0.034,0.033,0.037,0.048,0.296,0.214,0.166,0.123,0.153,318.8199999,85.54000002,125,,351611.8743,,1.691968437,2.288402736,1.637238069,2.270151014,stage 3,f3,33,stage_3_frac_0,stage_3_frac_0,stage_3_frac_0,stage_3_frac_0,stage_3_frac_0
35,987,1138,1.152988855,1297.97037,1.315066231,210445.75,18.74%,1.763,1.497,15.31612931,0.289,0.176,0.119,0.089,0.074,0.063,0.053,0.041,0.029,0.022,0.022,0.025,0.068,0.317,0.241,0.168,0.106,0.1,138.3199999,44.51999998,110,,118077.9152,,1.605081905,2.206691002,1.569885249,2.301105051,stage 3,f0,30,stage_3_frac_1,stage_3_frac_1,stage_3_frac_1,stage_3_frac_1,stage_3_frac_1
37,639,1186,1.856025039,1206.118519,1.887509419,159107.583,20.99%,1.74,1.447,14.78937411,0.329,0.188,0.127,0.088,0.063,0.051,0.044,0.035,0.024,0.02,0.017,0.014,0.072,0.401,0.236,0.142,0.085,0.064,98.30999996,23.39000001,90,,130720.2097,,1.562197148,2.137343384,1.512669971,2.303497,stage 3,f2,32,stage_3_frac_1,stage_3_frac_1,stage_3_frac_1,stage_3_frac_1,stage_3_frac_1
38,946,1463,1.546511628,1486.118519,1.570949808,265854.083,19.21%,1.786,1.509,15.3820568,0.285,0.152,0.107,0.082,0.069,0.061,0.053,0.043,0.04,0.034,0.034,0.04,0.063,0.315,0.212,0.164,0.113,0.133,184.1799999,56.39000001,108,,246804.9621,,1.654465795,2.204870346,1.565854278,2.274306715,stage 3,f0,30,stage_3_frac_1,stage_3_frac_0,stage_3_frac_1,stage_3_frac_1,stage_3_frac_0
39,1033,1349,1.305905131,1419.451852,1.374106343,348810.333,25.03%,1.805,1.552,15.72657842,0.256,0.155,0.1,0.08,0.063,0.055,0.055,0.058,0.056,0.053,0.039,0.03,0.055,0.29,0.21,0.162,0.14,0.143,256.14,86.20000003,107,,271428.3778,,1.670430009,2.268856639,1.610512399,2.301584083,stage 3,f3,33,stage_3_frac_0,stage_3_frac_0,stage_3_frac_0,stage_3_frac_0,stage_3_frac_1
42,787,1403,1.782719187,1487.6,1.89021601,324613.083,29.40%,1.819,1.542,15.42713004,0.263,0.137,0.094,0.068,0.056,0.052,0.055,0.058,0.057,0.056,0.055,0.05,0.061,0.274,0.182,0.154,0.14,0.189,237.8599999,74.72000001,101,,282005.8441,,1.674096858,2.225167122,1.602726872,2.30288625,stage 3,f3,33,stage_3_frac_0,stage_3_frac_0,stage_3_frac_1,stage_3_frac_0,stage_3_frac_1
44,867,1339,1.544405998,1372.044444,1.582519544,299515.75,25.80%,1.829,1.53,15.39285108,0.232,0.13,0.082,0.065,0.059,0.061,0.066,0.068,0.068,0.064,0.057,0.047,0.055,0.237,0.183,0.165,0.153,0.208,216.06,72.50999997,98,,318992.2578,,1.700224769,2.222931634,1.596116161,2.305687676,stage 3,f3,33,stage_3_frac_1,stage_3_frac_0,stage_3_frac_1,stage_3_frac_0,stage_3_frac_1
45,642,1421,2.213395639,1443.155556,2.24790585,238934.25,26.19%,1.811,1.501,15.34809486,0.248,0.141,0.102,0.083,0.07,0.057,0.05,0.045,0.041,0.041,0.055,0.067,0.071,0.256,0.213,0.163,0.106,0.19,208.96,70.24999998,103,,184538.6593,,1.64342195,2.190529464,1.556209083,2.323197562,stage 3,f0,30,stage_3_frac_1,stage_3_frac_1,stage_3_frac_1,stage_3_frac_1,stage_3_frac_1
46,960,1365,1.421875,1410.562963,1.46933642,355923.25,27.16%,1.819,1.555,15.63687047,0.241,0.151,0.107,0.076,0.059,0.051,0.051,0.051,0.053,0.056,0.058,0.046,0.061,0.252,0.202,0.159,0.132,0.194,247.4300001,71.11000001,101,,371290.372,,1.693012822,2.252506528,1.624654105,2.324778935,stage 3,f3,33,stage_3_frac_0,stage_3_frac_0,stage_3_frac_0,stage_3_frac_0,stage_3_frac_1
47,1219,1906,1.563576702,2096.488889,1.719843223,443845.333,19.10%,1.759,1.577,15.9664889,0.314,0.219,0.144,0.088,0.056,0.039,0.029,0.025,0.025,0.025,0.023,0.014,0.064,0.371,0.245,0.147,0.088,0.085,319.14,103.7,152,,318822.5187,,1.664314521,2.280917091,1.629083487,2.273326177,stage 3,f3,33,stage_3_frac_0,stage_3_frac_0,stage_3_frac_0,stage_3_frac_0,stage_3_frac_0
48,1002,1281,1.278443114,1317.22963,1.314600429,291992.167,22.75%,1.828,1.526,15.26613086,0.272,0.143,0.084,0.064,0.05,0.05,0.054,0.059,0.069,0.065,0.055,0.036,0.06,0.292,0.173,0.132,0.114,0.228,237.35,76.50999998,94,,318719.4541,,1.704096146,2.21585817,1.596101214,2.268529648,stage 3,f3,33,stage_3_frac_1,stage_3_frac_0,stage_3_frac_1,stage_3_frac_0,stage_3_frac_0
50,1224,1533,1.25245098,1649.081481,1.347288792,504891.333,26.91%,1.818,1.592,15.71760108,0.268,0.16,0.109,0.076,0.055,0.047,0.039,0.034,0.031,0.035,0.058,0.088,0.051,0.306,0.201,0.132,0.088,0.222,391.7499999,102.23,114.5,,775290.5358,,1.737955682,2.270426438,1.654303267,2.254321723,stage 3,f3,33,stage_3_frac_0,stage_3_frac_0,stage_3_frac_0,stage_3_frac_0,stage_3_frac_0
51,893,1406,1.574468085,1526.118519,1.708979304,269397.333,21.46%,1.795,1.526,15.09034438,0.239,0.153,0.122,0.098,0.075,0.057,0.044,0.038,0.04,0.044,0.047,0.042,0.065,0.287,0.243,0.159,0.096,0.15,265.0799999,75.73999996,112,,355367.504,,1.685823038,2.216996174,1.583381527,2.296149892,stage 3,f3,33,stage_3_frac_1,stage_3_frac_0,stage_3_frac_1,stage_3_frac_1,stage_3_frac_1
53,1248,1321,1.05849359,1629.822222,1.305947293,620443.417,37.63%,1.858,1.626,15.78684779,0.219,0.133,0.094,0.078,0.063,0.056,0.056,0.058,0.063,0.07,0.07,0.041,0.044,0.254,0.186,0.154,0.147,0.216,563.2700001,180.1,122,,688165.2758,,1.717906289,2.325263227,1.696631346,2.255915788,stage 3,f3,33,stage_3_frac_0,stage_3_frac_0,stage_3_frac_0,stage_3_frac_0,stage_3_frac_0
54,826,1237,1.497578692,1274.266667,1.542695722,268506.583,26.28%,1.855,1.516,15.25542925,0.234,0.118,0.083,0.066,0.057,0.049,0.045,0.046,0.052,0.066,0.098,0.086,0.056,0.217,0.173,0.144,0.129,0.281,257.1300001,70.50000001,92,,277294.6747,,1.707496045,2.203391899,1.575847368,2.304934257,stage 3,f3,33,stage_3_frac_1,stage_3_frac_0,stage_3_frac_1,stage_3_frac_1,stage_3_frac_1
55,1237,1320,1.067097817,1440.192593,1.164262403,220249.25,13.49%,1.687,1.486,15.64839687,0.363,0.19,0.119,0.091,0.082,0.061,0.037,0.022,0.013,0.01,0.007,0.006,0.091,0.382,0.277,0.163,0.058,0.029,134.47,45.38999998,119,,85462.36891,,1.547057464,2.205009102,1.519832253,2.306550401,stage 3,f2,32,stage_3_frac_1,stage_3_frac_1,stage_3_frac_1,stage_3_frac_1,stage_3_frac_1
56,892,1388,1.556053812,1489.081481,1.669373858,220467.5,17.81%,1.765,1.487,15.02142912,0.332,0.153,0.094,0.065,0.056,0.052,0.056,0.059,0.05,0.037,0.027,0.018,0.079,0.327,0.195,0.165,0.126,0.107,147.94,35.74999999,105,,218119.8725,,1.643623268,2.167402257,1.55391934,2.284194214,stage 3,f0,30,stage_3_frac_1,stage_3_frac_1,stage_3_frac_1,stage_3_frac_1,stage_3_frac_0
58,1057,1301,1.230842006,1524.637037,1.442419146,303201.5,22.05%,1.768,1.528,15.34223177,0.302,0.162,0.1,0.073,0.061,0.056,0.055,0.054,0.046,0.036,0.03,0.025,0.064,0.331,0.211,0.157,0.113,0.123,205.7899999,64.73999997,96,,247039.3891,,1.633938742,2.224659916,1.586320927,2.284714345,stage 3,f0,30,stage_3_frac_1,stage_3_frac_1,stage_3_frac_1,stage_3_frac_1,stage_3_frac_0
59,1188,1390,1.17003367,1483.155556,1.248447437,487191.917,29.50%,1.838,1.591,15.5307775,0.246,0.133,0.097,0.08,0.063,0.052,0.043,0.043,0.049,0.058,0.071,0.066,0.047,0.263,0.186,0.137,0.125,0.242,443.1999998,132.07,102,,630935.1811,,1.72131737,2.260895705,1.654671937,2.252416425,stage 3,f3,33,stage_3_frac_0,stage_3_frac_0,stage_3_frac_0,stage_3_frac_0,stage_3_frac_0
60,1161,1437,1.237726098,1554.266667,1.338730979,445113.333,26.68%,1.842,1.581,15.62512385,0.234,0.155,0.106,0.076,0.055,0.043,0.037,0.034,0.04,0.052,0.07,0.099,0.057,0.262,0.191,0.119,0.092,0.277,436.3600001,117.2600001,111,,680398.8989,,1.742105535,2.254819815,1.650830181,2.291349408,stage 3,f3,33,stage_3_frac_0,stage_3_frac_0,stage_3_frac_0,stage_3_frac_0,stage_3_frac_1
61,980,1635,1.668367347,1650.562963,1.684247921,399273.083,24.92%,1.851,1.567,15.59929601,0.273,0.143,0.087,0.061,0.045,0.04,0.038,0.044,0.052,0.059,0.068,0.089,0.074,0.259,0.156,0.123,0.128,0.259,448.1999998,137.1499999,119,,469199.4212,,1.721259858,2.244852852,1.599647863,2.285726554,stage 3,f3,33,stage_3_frac_0,stage_3_frac_0,stage_3_frac_0,stage_3_frac_0,stage_3_frac_0
62,1095,1472,1.344292237,1505.377778,1.374774226,366316.75,22.73%,1.828,1.555,15.30553826,0.263,0.155,0.105,0.078,0.058,0.041,0.029,0.029,0.034,0.052,0.082,0.076,0.059,0.284,0.196,0.111,0.093,0.257,357.17,80.76999996,108,,548708.4674,,1.716169537,2.218089511,1.621552706,2.283740116,stage 3,f3,33,stage_3_frac_0,stage_3_frac_0,stage_3_frac_1,stage_3_frac_0,stage_3_frac_0
63,893,1463,1.638297872,1484.637037,1.662527477,300906.75,23.03%,1.828,1.531,15.22555609,0.255,0.142,0.101,0.076,0.057,0.044,0.04,0.04,0.041,0.048,0.067,0.09,0.067,0.258,0.194,0.136,0.112,0.234,301.31,85.31000001,107,,415358.0522,,1.722833323,2.197554497,1.583177141,2.314865173,stage 3,f3,33,stage_3_frac_1,stage_3_frac_0,stage_3_frac_1,stage_3_frac_1,stage_3_frac_1
64,1024,1374,1.341796875,1475.748148,1.441160301,282134.25,20.05%,1.823,1.523,15.30598162,0.276,0.129,0.086,0.066,0.054,0.046,0.043,0.047,0.061,0.073,0.071,0.049,0.076,0.262,0.175,0.129,0.137,0.22,266.5699999,71.22000001,102,,281479.1343,,1.69915185,2.1970785,1.576733668,2.30571518,stage 3,f3,33,stage_3_frac_1,stage_3_frac_0,stage_3_frac_1,stage_3_frac_1,stage_3_frac_1
67,973,1338,1.375128469,1444.637037,1.484724601,254721.917,19.57%,1.754,1.506,15.21989071,0.33,0.184,0.113,0.084,0.064,0.049,0.04,0.033,0.028,0.025,0.025,0.026,0.071,0.376,0.236,0.138,0.082,0.097,198.0000001,61.06999999,106,,246471.1531,,1.638743652,2.187312562,1.56326619,2.278828616,stage 3,f0,30,stage_3_frac_1,stage_3_frac_1,stage_3_frac_1,stage_3_frac_1,stage_3_frac_0
68,988,1308,1.32388664,1437.22963,1.45468586,391769.833,30.32%,1.846,1.567,15.30978396,0.213,0.167,0.125,0.113,0.1,0.083,0.067,0.053,0.039,0.025,0.011,0.004,0.048,0.311,0.249,0.196,0.136,0.059,318.02,114.3,107,,507580.574,,1.697039739,2.221786303,1.639978409,2.285150456,stage 3,f3,33,stage_3_frac_0,stage_3_frac_0,stage_3_frac_1,stage_3_frac_0,stage_3_frac_0
